# ============================================================
# FUSION DES PLANS (8 COLONNES) - 2026-08-24 18:47:06
# Colonnes : N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
# Nombre de fichiers fusionnes : 10
# ============================================================
N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
⚪S-18;Lundi;2026-11-09;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-18;*;2026-11-09;Renforcement;Gainage;Gainage (30 min);30;🟩
⚪S-18;Mercredi;2026-11-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
⚪S-18;*;2026-11-11;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-18;Jeudi;2026-11-12;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-18;Vendredi;2026-11-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🟡S-17;Lundi;2026-11-16;CAP;VC;VC 300m x 8 @ 9.4 km/h (effort 01:58 / recup 75.0m x 01:10) - 15min d'intensité;44;🟨
🟡S-17;Mercredi;2026-11-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-17;*;2026-11-18;Vélo;Seuil Z4;Seuil Z4 (156 min);156;🟨
🟡S-17;Jeudi;2026-11-19;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-17;*;2026-11-19;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-17;Vendredi;2026-11-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-16;Lundi;2026-11-23;CAP;VC;VC 400m x 6 @ 9.1 km/h (effort 02:44 / recup 100.0m x 01:33) - 16min d'intensité;40;🟨
🟢S-16;Mercredi;2026-11-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-16;*;2026-11-25;Vélo;Seuil Z4;Seuil Z4 (127 min);127;🟨
🟢S-16;Jeudi;2026-11-26;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-16;*;2026-11-26;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟢S-16;Vendredi;2026-11-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-15;Lundi;2026-11-30;CAP;VC;VC 500m x 5 @ 8.9 km/h (effort 03:28 / recup 125.0m x 01:56) - 17min d'intensité;46;🟨
🟡S-15;Mercredi;2026-12-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-15;*;2026-12-02;Vélo;Seuil Z4;Seuil Z4 (132 min);132;🟨
🟡S-15;Jeudi;2026-12-03;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-15;*;2026-12-03;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-15;Vendredi;2026-12-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
⚪S-14;Lundi;2026-12-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-14;*;2026-12-07;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-14;Mercredi;2026-12-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
⚪S-14;*;2026-12-09;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-14;Jeudi;2026-12-10;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-14;Vendredi;2026-12-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🟡S-13;Lundi;2026-12-14;CAP;VC;VC 700m x 3 @ 8.7 km/h (effort 05:03 / recup 175.0m x 02:43) - 15min d'intensité;41;🟨
🟡S-13;Mercredi;2026-12-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (115 min);115;🟦
🟡S-13;*;2026-12-16;Vélo;Seuil Z4;Seuil Z4 (119 min);119;🟨
🟡S-13;Jeudi;2026-12-17;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-13;*;2026-12-17;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-13;Vendredi;2026-12-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (115 min);115;🟦
🟢S-12;Lundi;2026-12-21;CAP;VC;VC 800m x 3 @ 8.5 km/h (effort 05:56 / recup 200.0m x 03:07) - 17min d'intensité;42;🟨
🟢S-12;Mercredi;2026-12-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-12;*;2026-12-23;Vélo;Seuil Z4;Seuil Z4 (118 min);118;🟨
🟢S-12;Jeudi;2026-12-24;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-12;*;2026-12-24;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-12;Vendredi;2026-12-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-11;Lundi;2026-12-28;CAP;VC;VC 1000m x 2 @ 8.3 km/h (effort 07:38 / recup 250.0m x 03:53) - 15min d'intensité;41;🟨
🟡S-11;Mercredi;2026-12-30;CAP;Footing de récupération Z1;Footing de récupération Z1 (90 min);90;🟦
🟡S-11;*;2026-12-30;Vélo;Seuil Z4;Seuil Z4 (94 min);94;🟨
🟡S-11;Jeudi;2026-12-31;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-11;*;2026-12-31;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-11;Vendredi;2027-01-01;CAP;Footing de récupération Z1;Footing de récupération Z1 (90 min);90;🟦
⚪S-10;Lundi;2027-01-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-10;*;2027-01-04;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-10;Mercredi;2027-01-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (53 min);53;🟦
⚪S-10;*;2027-01-06;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-10;Jeudi;2027-01-07;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-10;Vendredi;2027-01-08;CAP;Footing de récupération Z1;Footing de récupération Z1 (53 min);53;🟦
🟡S-09;Lundi;2027-01-11;CAP;VC;VC 2000m x 1 @ 7.9 km/h (effort 15:54 / recup 500.0m x 07:47) - 15min d'intensité;41;🟨
🟡S-09;Mercredi;2027-01-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (112 min);112;🟦
🟡S-09;*;2027-01-13;Vélo;Seuil Z4;Seuil Z4 (116 min);116;🟨
🟡S-09;Jeudi;2027-01-14;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-09;*;2027-01-14;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-09;Vendredi;2027-01-15;CAP;Footing de récupération Z1;Footing de récupération Z1 (112 min);112;🟦
🟢S-08;Lundi;2027-01-18;CAP;VC;VC 2400m x 1 @ 7.9 km/h (effort 19:16 / recup 600.0m x 09:21) - 19min d'intensité;43;🟨
🟢S-08;Mercredi;2027-01-20;CAP;Footing de récupération Z1;Footing de récupération Z1 (97 min);97;🟦
🟢S-08;*;2027-01-20;Vélo;Seuil Z4;Seuil Z4 (92 min);92;🟨
🟢S-08;Jeudi;2027-01-21;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-08;*;2027-01-21;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟢S-08;Vendredi;2027-01-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (97 min);97;🟦
🟡S-07;Lundi;2027-01-25;CAP;VC;VC 2800m x 1 @ 7.9 km/h (effort 22:43 / recup 700.0m x 10:54) - 22min d'intensité;52;🟨
🟡S-07;Mercredi;2027-01-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-07;*;2027-01-27;Vélo;Seuil Z4;Seuil Z4 (125 min);125;🟨
🟡S-07;Jeudi;2027-01-28;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-07;*;2027-01-28;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-07;Vendredi;2027-01-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
⚪S-06;Lundi;2027-02-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-06;*;2027-02-01;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
⚪S-06;Mercredi;2027-02-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (53 min);53;🟦
⚪S-06;*;2027-02-03;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-06;Jeudi;2027-02-04;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-06;Vendredi;2027-02-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (53 min);53;🟦
🟡S-05;Lundi;2027-02-08;CAP;VC;VC 300m x 8 @ 9.7 km/h (effort 01:58 / recup 75.0m x 01:10) - 15min d'intensité;44;🟨
🟡S-05;Mercredi;2027-02-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-05;*;2027-02-10;Vélo;Seuil Z4;Seuil Z4 (129 min);129;🟨
🟡S-05;Jeudi;2027-02-11;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-05;*;2027-02-11;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-05;Vendredi;2027-02-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-04;Lundi;2027-02-15;CAP;VC;VC 400m x 6 @ 9.4 km/h (effort 02:44 / recup 100.0m x 01:33) - 16min d'intensité;40;🟨
🟢S-04;Mercredi;2027-02-17;CAP;Footing de récupération Z1;Footing de récupération Z1 (54 min);54;🟦
🟢S-04;*;2027-02-17;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-04;Jeudi;2027-02-18;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-04;*;2027-02-18;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟢S-04;Vendredi;2027-02-19;CAP;Footing de récupération Z1;Footing de récupération Z1 (54 min);54;🟦
🟡S-03;Lundi;2027-02-22;CAP;VC;VC 500m x 5 @ 9.2 km/h (effort 03:28 / recup 125.0m x 01:56) - 17min d'intensité;46;🟨
🟡S-03;Mercredi;2027-02-24;CAP;Footing de récupération Z1;Footing de récupération Z1 (51 min);51;🟦
🟡S-03;*;2027-02-24;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-03;Jeudi;2027-02-25;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-03;*;2027-02-25;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-03;Vendredi;2027-02-26;CAP;Footing de récupération Z1;Footing de récupération Z1 (51 min);51;🟦
🔵S-02;Lundi;2027-03-01;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-02;Mercredi;2027-03-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-02;*;2027-03-03;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-02;Jeudi;2027-03-04;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-02;Vendredi;2027-03-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;Lundi;2027-03-08;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;Mercredi;2027-03-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;*;2027-03-10;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-01;Jeudi;2027-03-11;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Vendredi;2027-03-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-00;Lundi;2027-03-15;Course;Objectif;15/03/2027;0;⭐

# ============================================================
# FICHIER N°7 : Maxime_GIRARD_plan_20260824_184657.csv
# ============================================================
🟢S-11;Lundi;2026-08-24;CAP;VC;VC 300m x 10 @ 11.6 km/h (effort 01:33 / recup 75.0m x 00:55) - 15min d'intensité;39;🟨
🟢S-11;Mardi;2026-08-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-11;*;2026-08-25;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-11;Mercredi;2026-08-26;CAP;VC;VC 400m x 7 @ 11.2 km/h (effort 02:08 / recup 100.0m x 01:13) - 15min d'intensité;38;🟨
🟢S-11;Jeudi;2026-08-27;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-11;Vendredi;2026-08-28;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-11;Samedi;2026-08-29;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-11;Dimanche;2026-08-30;Vélo;Endurance Z2;Endurance Z2 (80 min);80;🟩
🟡S-10;Lundi;2026-08-31;CAP;VC;VC 400m x 7 @ 11.2 km/h (effort 02:08 / recup 100.0m x 01:13) - 15min d'intensité;41;🟨
🟡S-10;Mardi;2026-09-01;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-10;*;2026-09-01;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-10;Mercredi;2026-09-02;CAP;VC;VC 500m x 6 @ 11.0 km/h (effort 02:43 / recup 125.0m x 01:31) - 16min d'intensité;44;🟨
🟡S-10;Jeudi;2026-09-03;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-10;Vendredi;2026-09-04;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-10;Samedi;2026-09-05;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-10;Dimanche;2026-09-06;Vélo;Endurance Z2;Endurance Z2 (112 min);112;🟩
🔴S-09;Lundi;2026-09-07;CAP;VC;VC 500m x 6 @ 11.0 km/h (effort 02:43 / recup 125.0m x 01:31) - 16min d'intensité;48;🟨
🔴S-09;Mardi;2026-09-08;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🔴S-09;*;2026-09-08;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🔴S-09;Mercredi;2026-09-09;CAP;VC;VC 600m x 5 @ 10.8 km/h (effort 03:20 / recup 150.0m x 01:50) - 16min d'intensité;48;🟨
🔴S-09;Jeudi;2026-09-10;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🔴S-09;Vendredi;2026-09-11;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🔴S-09;Samedi;2026-09-12;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🔴S-09;Dimanche;2026-09-13;Vélo;Endurance Z2;Endurance Z2 (144 min);144;🟩
⚪S-08;Lundi;2026-09-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
⚪S-08;*;2026-09-14;Renforcement;Gainage;Gainage (30 min);30;🟩
⚪S-08;Mardi;2026-09-15;CAP;Footing de récupération Z1;Footing de récupération Z1 (108 min);108;🟦
⚪S-08;Mercredi;2026-09-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (108 min);108;🟦
⚪S-08;Jeudi;2026-09-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
⚪S-08;Vendredi;2026-09-18;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-08;Samedi;2026-09-19;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-08;Dimanche;2026-09-20;Course;Compétition intermédiaire;Semi de Paris 20/09;0;⭐
🟡S-07;Lundi;2026-09-21;CAP;VC;VC 700m x 4 @ 10.6 km/h (effort 03:58 / recup 175.0m x 02:08) - 15min d'intensité;42;🟨
🟡S-07;Mardi;2026-09-22;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-07;*;2026-09-22;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-07;Mercredi;2026-09-23;CAP;VC;VC 800m x 4 @ 10.3 km/h (effort 04:39 / recup 200.0m x 02:26) - 18min d'intensité;47;🟨
🟡S-07;Jeudi;2026-09-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-07;Vendredi;2026-09-25;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-07;Samedi;2026-09-26;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-07;Dimanche;2026-09-27;Vélo;Endurance Z2;Endurance Z2 (109 min);109;🟩
🔴S-06;Lundi;2026-09-28;CAP;VC;VC 800m x 4 @ 10.3 km/h (effort 04:39 / recup 200.0m x 02:26) - 18min d'intensité;51;🟨
🔴S-06;Mardi;2026-09-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🔴S-06;*;2026-09-29;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🔴S-06;Mercredi;2026-09-30;CAP;VC;VC 1000m x 3 @ 10.0 km/h (effort 06:00 / recup 250.0m x 03:03) - 18min d'intensité;50;🟨
🔴S-06;Jeudi;2026-10-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🔴S-06;Vendredi;2026-10-02;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🔴S-06;Samedi;2026-10-03;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🔴S-06;Dimanche;2026-10-04;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-05;Lundi;2026-10-05;CAP;VC;VC 1000m x 3 @ 10.0 km/h (effort 06:00 / recup 250.0m x 03:03) - 18min d'intensité;46;🟨
🟡S-05;Mardi;2026-10-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-05;*;2026-10-06;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-05;Mercredi;2026-10-07;CAP;VC;VC 1600m x 2 @ 9.8 km/h (effort 09:47 / recup 400.0m x 04:53) - 19min d'intensité;48;🟨
🟡S-05;Jeudi;2026-10-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-05;Vendredi;2026-10-09;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-05;Samedi;2026-10-10;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-05;Dimanche;2026-10-11;Vélo;Endurance Z2;Endurance Z2 (104 min);104;🟩
⚪S-04;Lundi;2026-10-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
⚪S-04;*;2026-10-12;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
⚪S-04;Mardi;2026-10-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (88 min);88;🟦
⚪S-04;Mercredi;2026-10-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (88 min);88;🟦
⚪S-04;Jeudi;2026-10-15;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
⚪S-04;Vendredi;2026-10-16;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-04;Samedi;2026-10-17;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-04;Dimanche;2026-10-18;Vélo;Endurance Z2;Endurance Z2 (80 min);80;🟩
🟢S-03;Lundi;2026-10-19;CAP;VC;VC 2000m x 2 @ 9.6 km/h (effort 12:29 / recup 500.0m x 06:07) - 24min d'intensité;52;🟨
🟢S-03;Mardi;2026-10-20;Course;Compétition intermédiaire;10km Lyon 20/10;0;⭐
🟢S-03;Mercredi;2026-10-21;CAP;VC;VC 2400m x 2 @ 9.5 km/h (effort 15:08 / recup 600.0m x 07:20) - 30min d'intensité;59;🟨
🟢S-03;Jeudi;2026-10-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-03;*;2026-10-22;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-03;Vendredi;2026-10-23;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-03;Samedi;2026-10-24;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-03;Dimanche;2026-10-25;Vélo;Endurance Z2;Endurance Z2 (80 min);80;🟩
🔵S-02;Lundi;2026-10-26;CAP;Footing de récupération Z1;Footing de récupération Z1 (94 min);94;🟦
🔵S-02;Mardi;2026-10-27;CAP;Footing de récupération Z1;Footing de récupération Z1 (94 min);94;🟦
🔵S-02;Mercredi;2026-10-28;CAP;Footing de récupération Z1;Footing de récupération Z1 (94 min);94;🟦
🔵S-02;Jeudi;2026-10-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (94 min);94;🟦
🔵S-02;Vendredi;2026-10-30;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-02;Samedi;2026-10-31;CAP;Footing de récupération Z1;Footing de récupération Z1 (94 min);94;🟦
🔵S-02;Dimanche;2026-11-01;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-01;Lundi;2026-11-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-01;Mardi;2026-11-03;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-01;Mercredi;2026-11-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-01;Jeudi;2026-11-05;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-01;Vendredi;2026-11-06;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Samedi;2026-11-07;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-01;Dimanche;2026-11-08;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-00;Lundi;2026-11-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-00;Mardi;2026-11-10;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-00;Mercredi;2026-11-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-00;Jeudi;2026-11-12;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-00;Vendredi;2026-11-13;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-00;Samedi;2026-11-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (65 min);65;🟦
🔵S-00;Dimanche;2026-11-15;Course;Objectif;15/11/2026;0;⭐

# ============================================================
# FICHIER N°8 : Nina_KOWALSKI_plan_20260824_184657.csv
# ============================================================
🟢S-11;Lundi;2026-08-24;CAP;VC;VC 300m x 15 @ 17.3 km/h (effort 01:02 / recup 75.0m x 00:35) - 15min d'intensité;39;🟨
🟢S-11;*;2026-08-24;Vélo;Endurance Z2;Endurance Z2 (145 min);145;🟩
🟢S-11;Mardi;2026-08-25;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-11;Mercredi;2026-08-26;CAP;Footing de récupération Z1;Footing de récupération Z1 (102 min);102;🟦
🟢S-11;*;2026-08-26;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-11;Jeudi;2026-08-27;Vélo;Endurance Z2;Endurance Z2 (145 min);145;🟩
🟢S-11;*;2026-08-27;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-11;Vendredi;2026-08-28;CAP;Footing de récupération Z1;Footing de récupération Z1 (102 min);102;🟦
🟢S-11;Samedi;2026-08-29;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-11;*;2026-08-29;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-10;Lundi;2026-08-31;CAP;VMA;VMA 300m x 15 @ 17.3 km/h (effort 01:02 / recup 75.0m x 00:30) - 15min d'intensité;41;🟥
🟡S-10;*;2026-08-31;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-10;Mardi;2026-09-01;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-10;Mercredi;2026-09-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-10;*;2026-09-02;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-10;Jeudi;2026-09-03;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-10;*;2026-09-03;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-10;Vendredi;2026-09-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-10;Samedi;2026-09-05;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-10;*;2026-09-05;Natation;Récupération active;Récupération active (72 min);72;🟦
🔴S-09;Lundi;2026-09-07;CAP;VC;VC 500m x 9 @ 16.4 km/h (effort 01:49 / recup 125.0m x 00:59) - 16min d'intensité;48;🟨
🔴S-09;*;2026-09-07;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🔴S-09;Mardi;2026-09-08;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🔴S-09;Mercredi;2026-09-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🔴S-09;*;2026-09-09;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🔴S-09;Jeudi;2026-09-10;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🔴S-09;*;2026-09-10;Natation;Récupération active;Récupération active (72 min);72;🟦
🔴S-09;Vendredi;2026-09-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🔴S-09;Samedi;2026-09-12;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🔴S-09;*;2026-09-12;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-08;Lundi;2026-09-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
⚪S-08;*;2026-09-14;Vélo;Endurance Z2;Endurance Z2 (132 min);132;🟩
⚪S-08;*;2026-09-14;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
⚪S-08;Mardi;2026-09-15;Course;Compétition intermédiaire;70.3 Vichy 15/09;0;⭐
⚪S-08;Mercredi;2026-09-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦
⚪S-08;Jeudi;2026-09-17;Vélo;Endurance Z2;Endurance Z2 (132 min);132;🟩
⚪S-08;*;2026-09-17;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-08;Vendredi;2026-09-18;CAP;Footing de récupération Z1;Footing de récupération Z1 (86 min);86;🟦
⚪S-08;Samedi;2026-09-19;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-08;*;2026-09-19;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-07;Lundi;2026-09-21;CAP;VC;VC 700m x 6 @ 15.8 km/h (effort 02:39 / recup 175.0m x 01:23) - 15min d'intensité;42;🟨
🟡S-07;*;2026-09-21;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-07;Mardi;2026-09-22;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
